brand,brand_id,product_id_index,category_2,category_3,simplified_category_id,event_time_index,event_type_index,user_session_index,price,user_id_index,discount_rate,purchase_rate,revenue
SOKOLOV,6702,164055,JewelryAndBijouterie,EarringsBijouterieAndJewelry,205675,1583595711,2,59890992,138.74,367909,8.265009,0.0,12209.120483398438
Аквафор,3435,194408,WaterSupply,WaterFiltersAndAccessories,161381,1576541414,1,36765724,192.26,2139736,1.0702902,0.0,9036.219741821287
ASUS,889,258128,NotebooksAndAccessories,Notebooks,144305,1587127112,1,20143135,514.79,14858854,41.177612,25.0,637824.7827758789
Samsung,7206,1081,Smartphones,,241000,1581589513,1,77653885,321.4,11609889,21.90879,0.0,14704371.120758057
Overman,7488,275465,PowerTools,WeldingEquipment,158376,1586262017,1,48758320,444.8,1757358,0.0,0.0,2668.7999267578125
Xiaomi,5677,1397,Smartphones,,241000,1573817926,1,45223508,218.74,247125,14.926879,0.0,3309973.7631225586
Samsung,7206,1081,Smartphones,,241000,1574012889,1,52391777,382.76,1121749,7.000024,0.0,17511653.20678711
Apple,7204,60,Smartphones,,241000,1579517156,1,12296734,563.72,10285871,46.269913,0.0,2802815.694335937
Xiaomi,5677,1242,Smartphones,,241000,1573401639,1,7004193,230.34,1830941,17.143887,0.0,273183.2356567383
AIMILE,6532,31235,BabyStrollsAndTrips,StrollersAndAccessories,136257,1575009874,1,37996761,109.33,5847903,26.766691,0.0,4701.190078735352
Маша и Медведь,2526,259447,Toys,ToySets,139282,1581583232,1,9596660,17.04,6109884,0.0,0.0,528.2400283813477
Zalman,6101,43412,Hardware,PowerSupplies,142296,1576520824,1,26704298,34.11,2324379,16.581068,0.0,34.11000061035156
Samsung,7206,1081,Smartphones,,241000,1581599214,1,42256658,321.4,6969671,21.90879,0.0,14704371.120758057
Firman,1498,102663,VegetableGardenGoods,OutdoorPowerTools,199628,1585075974,1,77118115,2010.14,10736138,0.0,0.0,0.0
Samsung,7206,21,Smartphones,,241000,1573402790,1,85616553,370.64,124753,17.197618,0.0,187543.84741210935
Samsung,7206,308623,Smartphones,,241000,1584351168,1,31738017,1415.45,12208830,0.0,33.33333333333333,3726879.721435547
HP,7796,2987,NotebooksAndAccessories,Notebooks,144305,1570944482,1,53384179,388.43,2750935,16.658445,0.0,42338.86920166016
Samsung,7206,268373,Smartphones,,241000,1587275497,1,57203554,286.18,2178976,25.827438,0.0,15510097.063049316
MICHELIN,7203,60192,Tires,PassengerCarTires,133242,1577193444,1,26146570,122.78,399791,15.840702,0.0,1473.3599853515625
Samsung,7206,15700,ClimateEquipment,AirConditioners,202643,1573523002,1,83529513,373.21,950177,0.0,0.0,22392.599487304688
Karcher,3596,13476,SmallHomeAppliances,VacuumCleaners,204671,1573891266,1,25529228,118.28,1185120,22.102211,0.0,23537.71975708008
Ariston,4592,14792,ClimateEquipment,WaterHeaters,202648,1571404869,1,30175504,238.17,604622,19.534441,0.0,59066.15954589844
Samsung,7206,308623,Smartphones,,241000,1585531782,1,71197351,1415.45,328407,0.0,0.0,3726879.721435547
BIO WORLD,4622,241655,SkinCare,Creams,115172,1585064596,1,87031839,2.83,13714649,38.876896,0.0,0.0
El Tempo,1774,185167,MenShoes,MenBoots,233791,1579182454,1,33724763,58.95,976181,28.65787,0.0,3360.150043487549
Apple,7204,1290,Smartphones,,241000,1576401544,1,66438430,900.9,7458114,11.302548,32.608695652173914,142615176.56481934
Triangle,1636,60776,Tires,PassengerCarTires,133242,1587984992,1,33780379,49.42,772404,6.25949,5.263157894736842,5732.719787597656
MICHELIN,7203,62660,Tires,PassengerCarTires,133242,1582950333,1,5342907,158.31,7676212,0.0,0.0,1424.7899780273438
Philips,3950,22863,BeautyCareEquipment,HairCrimpers,101105,1573880895,1,42919027,51.46,4771684,0.0,0.0,4785.779914855957
Apple,7204,608,Smartphones,,241000,1581594083,1,8084180,769.39,8910095,32.020073,30.303030303030305,20768144.665405277
Samsung,7206,897,Smartphones,,241000,1581789801,1,49079145,700.14,1132860,11.057189,0.0,10383076.417236328
Nakamichi,3242,24831,CarAudio,HeadUnits,121203,1587219680,1,83291479,109.4,6360953,0.0,0.0,22974.00032043457
Hansa,3285,11618,KitchenAppliances,StovesAndGrills,203658,1572772352,1,6438246,128.64,2619004,44.46555,0.0,6174.719970703125
Lenovo,3432,3177,NotebooksAndAccessories,Notebooks,144305,1577561148,1,55377462,514.69,1337871,0.0,0.0,162642.04077148438
Huawei,6530,947,Smartphones,,241000,1585911298,3,76312069,126.62,14041435,9.904647,40.0,1291144.168006897
Samsung,7206,1081,Smartphones,,241000,1573873514,1,59942783,348.76,5691232,15.261072,0.0,15956119.20678711
Samsung,7206,1275,Smartphones,,241000,1587965053,1,39344568,146.34,15436785,6.641151,0.0,21395346.484588623
TECNO,2186,247696,Smartphones,,241000,1584681404,1,32097828,133.59,7779463,13.360145,0.0,39809.818908691406
OPPO,4406,1379,Smartphones,,241000,1581488849,1,8530414,208.22,11493798,19.100164,0.0,3629482.841278076
STELS,4096,123525,HandTools,ToolSets,154350,1574391972,1,4134940,66.9,921999,17.4889,0.0,409361.109336853
Samsung,7206,971,Smartphones,,241000,1572450222,1,54848304,195.06,5144678,24.14544,0.0,2574401.8477783203
Huawei,6530,1194,Smartphones,,241000,1572458634,1,53715663,91.46,662360,10.927154,0.0,814451.291847229
Samsung,7206,1081,Smartphones,,241000,1580578005,1,65545768,306.65,9708575,25.49263,0.0,14029543.870758057
TP-LINK,826,572,Smartphones,,241000,1585815201,1,26992662,97.56,8532867,0.0,0.0,22341.23944091797
PUPA,2403,231803,DecorativeCosmetics,Mascaras,106134,1577848649,1,81720507,5.73,2642686,30.036625,0.0,11.460000038146973
Carlsbad,526,189454,Kitchenware,TableSetting,197610,1576941690,1,16515739,254.81,8394788,10.611801,0.0,254.80999755859372
Nike,1575,175494,MenShoes,MenTrainers,233800,1570986925,1,10035534,61.57,206378,0.0,0.0,430.98999786376953
Babys,5483,311758,BabyCare,ProductsForFeeding,134248,1586920990,1,74591532,45.05,14465490,43.211903,0.0,405.4499931335449
Vegas,4434,78648,Bedroom,BedroomMattresses,184527,1580027072,1,24215312,659.86,5368195,25.000568,0.0,2639.43994140625
OPPO,4406,1412,Smartphones,,241000,1579144262,1,80033342,308.86,6890424,0.0,25.396825396825395,3802684.1396484375
Show Yourself,5254,53493,Outdoor,KickScooters,252913,1587881089,1,85790525,60.43,1038544,13.978646,0.0,3263.220016479492
Metabo,6574,205186,PowerTools,ElectricalTools,158369,1573805207,1,82728445,157.81,1817303,0.0,0.0,0.0
Haier,3111,10043,BigHomeAppliances,Refrigerators,200640,1587721351,1,11576349,437.57,14381006,19.047974,0.0,141772.68237304688
Samsung,7206,1081,Smartphones,,241000,1570295197,1,54619601,380.31,4375694,7.5953083,0.0,17399562.698303223
Stadler Form,5341,254356,ClimateEquipment,CleanersAndHumidifiers,202645,1580292019,1,71664939,61.24,9780747,30.003426,0.0,122.4800033569336
Luminarc,4530,189299,Kitchenware,TableSetting,197610,1579756412,1,32138659,51.46,375735,31.037258,0.0,61031.55891418457
Samsung,7206,1078,Smartphones,,241000,1573815788,1,13932243,278.69,1832277,22.605457,0.0,15778870.55822754
Samsung,7206,282220,Smartphones,,241000,1582261766,1,54178453,116.76,6311659,9.07958,0.0,1869210.8741989136
Бирюса,467,9748,BigHomeAppliances,Refrigerators,200640,1573616692,1,41820258,275.17,3870761,17.655684,0.0,35496.931732177734
DeWALT,2151,55676,PowerTools,ElectricalTools,158369,1579162123,1,64451302,428.12,9409673,12.460639,0.0,11559.239868164062
Xiaomi,5677,1200,Smartphones,,241000,1584166517,1,79554765,343.61,4482631,28.227678,0.0,767281.0972900391
CASIO,3110,113355,Watches,WristWatches,172471,1576043654,1,63305491,40.41,7581571,0.0,0.0,39440.15985107422
Omron,1029,216601,MedicalEquipment,MedicalThermometers,226761,1582880527,1,2573158,52.17,12481268,57.777603,0.0,5373.509811401367
Xiaomi,5677,1334,Smartphones,,241000,1578383657,1,75680900,177.0,9332310,37.373955,0.0,4420398.0
JBL,1268,254014,Audio,PortableSpeakers,260960,1578912972,1,68386497,386.08,1646361,9.093484,0.0,29728.158966064453
Lucente,2237,160327,JewelryAndBijouterie,EarringsBijouterieAndJewelry,205675,1579064842,1,2589851,236.3,2082882,0.0,4.3478260869565215,363665.7046966553
SV,3912,204332,EntranceHall,HallwayFurnitureSets,186542,1583064977,1,74577700,59.2,304765,17.571705,0.0,1302.400016784668
Ralf Ringer,2596,181624,MenShoes,MenBoots,233791,1583607410,1,49042579,82.11,4007185,28.63723,0.0,82.11000061035156
PUPA,2403,200818,DecorativeCosmetics,FaceBlushesAndBronzers,106129,1577669841,1,24535203,10.58,1339667,50.0,0.0,359.71999740600586
PULSER,2698,3963,DesktopComputers,Desktops,140284,1580041932,1,41996537,1006.44,3481276,4.400773,0.0,51328.44012451172
CASIO,3110,114879,Watches,WristWatches,172471,1587911592,1,56586062,31.14,1423863,0.82802624,0.0,342.5399932861328
LG,6533,5553,Tvs,,264000,1587895456,1,25075609,272.31,2292274,11.768139,23.809523809523807,986851.4311523438
Philips,3950,11707,KitchenAppliances,MulticookerAndCookingEquipment,203656,1579142328,1,16645458,251.22,6200475,16.02487,0.0,2009.760009765625
Samsung,7206,268343,Smartphones,,241000,1581151423,1,68381200,304.27,11345079,21.138844,0.0,1554515.3738708496
Мебель Азии,7794,201637,EntranceHall,ShoeCabinets,186543,1579505219,1,73139927,100.39,9892503,0.0,0.0,45577.05972290039
GIGABYTE,4967,27993,Hardware,Motherboards,142294,1571498624,1,75539773,87.49,1988579,0.0,0.0,524.9399871826172
DAUSCHER,1603,51028,BeautyCareEquipment,BodyWeightScales,101101,1573999420,1,581406,7.7,651902,34.80102,0.0,723.7999820709229
DENN,6310,85118,MusicalInstruments,KeyboardInstruments,209703,1582695313,1,40568885,14.39,2414816,0.0,0.0,2273.620054244995
KENWOOD,6979,26841,KitchenAppliances,Kettles,203653,1577988396,1,1793623,67.49,3554731,16.26551,0.0,67.48999786376953
ASEL,4336,8825,KitchenAppliances,StovesAndGrills,203658,1573234029,1,41745784,65.64,350747,14.996118,0.0,151234.55859375
Samsung,7206,1385,Smartphones,,241000,1577009829,1,27566506,169.37,1288150,26.800072,0.0,2306480.5935058594
Artel,3801,12955,BigHomeAppliances,Washers,200641,1586761379,1,80103001,102.68,6075177,10.541904,0.0,38505.00011444092
Lucente,2237,162560,JewelryAndBijouterie,EarringsBijouterieAndJewelry,205675,1581131201,1,78012586,82.63,4575620,0.0,0.0,15534.439483642578
Samsung,7206,986,Smartphones,,241000,1573423482,1,69678127,237.48,3974106,14.566321,0.0,4551779.078109741
Samsung,7206,1191,Smartphones,,241000,1580740964,1,65071874,437.33,10399707,28.837362,9.090909090909092,5535722.970031738
Samsung,7206,1081,Smartphones,,241000,1573589805,1,50666994,350.05,303171,14.947644,0.0,16015136.991516111
Lucente,2237,229567,JewelryAndBijouterie,JewelryAndBijouterieSets,205676,1576953577,1,20948650,331.03,1197252,0.0,0.0,1986.1799926757808
Huawei,6530,22077,Gadgets,Wearables,237824,1577968372,1,22890510,46.05,9304014,9.6527405,0.0,1611.7499732971191
Samsung,7206,897,Smartphones,,241000,1572891078,1,10935481,714.29,2268962,9.259638,0.0,10592920.374145508
StarLine,6684,25968,CarGoods,CarAnti-theftDevices,117182,1576836525,1,51674094,127.42,5261287,0.0,0.0,467249.13328552246
Xiaomi,5677,840,Smartphones,,241000,1583768903,1,57138411,385.85,12969603,39.7956,0.0,184822.152923584
Start Line,6256,166538,ExerciseAndFitness,Treadmills,246870,1574100631,1,26227030,342.09,2713230,34.305687,0.0,121441.94869995116
Canon,155,5910,Photo_video,PhotoCameras,263976,1581532420,1,8236573,648.38,10052303,16.033619,0.0,236010.32177734372
Xiaomi,5677,188,Smartphones,,241000,1573924250,1,36655402,509.21,1627442,15.988584,0.0,1527.6299743652344
Apple,7204,632,Smartphones,,241000,1576831968,2,49930229,858.71,5674818,3.276635,18.181818181818183,6803559.504089356
KING ROY,540,123876,HandTools,ToolSets,154350,1580841680,1,45444901,79.8,10152875,20.478321,0.0,159.60000610351562
Samsung,7206,268373,Smartphones,,241000,1583667763,1,86545016,289.81,6170651,24.886606,0.0,15706832.437683104
De Luxe,1096,8986,BigHomeAppliances,Kitcheners,200638,1584631567,1,68621129,263.07,3942454,6.838302,0.0,46300.3212890625
Apple,7204,1290,Smartphones,,241000,1577755513,1,73211427,873.57,1087667,13.993305,0.0,138288752.8694458
Apple,7204,1462,TabletsAndAccessories,Tablets,147323,1577374918,1,26898720,720.48,8649268,0.0,0.0,2161.43994140625
StarLine,6684,25968,CarGoods,CarAnti-theftDevices,117182,1574959703,1,79516202,127.42,2891809,0.0,0.0,467249.13328552246
Samsung,7206,1275,Smartphones,,241000,1579392809,1,77135968,141.3,2709028,9.856458,15.384615384615383,20658484.346176147
Samsung,7206,29633,Hardware,HardDrives,142293,1570590912,1,13996087,66.9,2989171,19.056261,0.0,12108.900276184082
Nutrex,3497,186233,SportsNutrition,PreworkoutSportsNutrition,255922,1587626299,1,78887017,41.06,14538759,0.0,0.0,1519.2200508117676
Elenberg,5836,8099,KitchenAppliances,StovesAndGrills,203658,1571062150,1,69746283,72.05,491792,0.0,0.0,2882.0001220703125
Apple,7204,1290,Smartphones,,241000,1577981887,1,37257451,868.88,1424663,14.455056,0.0,137546311.41296387
Samsung,7206,986,Smartphones,,241000,1578728932,1,67820433,228.5,4836795,17.796885,0.0,4379659.5
STIHL,3139,108168,PowerTools,ElectricAndGasolineSaws,158367,1584934087,1,52337311,218.02,9118092,6.821092,0.0,74126.80145263672
Samsung,7206,1191,Smartphones,,241000,1587524700,2,24572258,443.99,3518323,27.753643,40.0,5620025.296386719
Samsung,7206,1078,Smartphones,,241000,1571475641,2,1515951,286.22,4991959,20.514315,0.0,16205204.02911377
ЗУБР,6776,205213,PowerTools,ElectricalTools,158369,1586883438,1,39371442,63.84,11386234,2.8606224,0.0,766.0800018310547
Artel,3801,227519,Tvs,,264000,1577337238,1,84164966,388.68,3967644,22.525866,0.0,68796.35870361328
PULSER,2698,224187,DesktopComputers,Desktops,140284,1582027144,1,54560998,270.25,11956007,19.766645,0.0,540.5
PRO PLAN,6572,295758,CatGoods,WetCatFood,216730,1581943080,1,85777161,0.79,3083447,3.658533,0.0,2.3700000643730164
Apple,7204,632,Smartphones,,241000,1586805259,1,50525227,837.86,14584429,5.625141,0.0,6638364.66394043
HuntKey,6056,43871,Hardware,ComputerCases,142290,1582218648,1,79657472,59.18,12082068,14.812151,0.0,6332.260032653809
Lucente Бриллианты Якутии,7288,162676,JewelryAndBijouterie,EarringsBijouterieAndJewelry,205675,1581583551,1,2094579,214.93,10886400,1.5347288,0.0,4298.599853515625
Аквафор,3435,194346,WaterSupply,WaterFiltersAndAccessories,161381,1573454841,1,74064448,128.45,1840675,5.669385,0.0,39691.04905700684
GiPFEL,6951,91248,Kitchenware,UtensilsForCooking,197612,1581959610,1,61610073,9.94,3406188,9.140768,0.0,168.9799928665161
Samsung,7206,268373,Smartphones,,241000,1588048835,1,56779920,279.94,1670400,27.444727,0.0,15171908.312316896
Apple,7204,1290,Smartphones,,241000,1577459569,1,74872187,898.49,151465,11.539826,0.0,142233660.92407227
Samsung,7206,13639,SmallHomeAppliances,VacuumCleaners,204671,1581147233,1,46309144,75.88,7688014,1.7098441,0.0,1054124.9218444824
ZETA,6237,94077,Kitchen,KitchenChairs,188549,1586716340,1,71243975,6.15,10363750,4.056158,0.0,461.2500071525574
Bosch,5413,9501,BigHomeAppliances,Kitcheners,200638,1572188474,1,85562787,380.12,3041267,10.441997,0.0,54357.15930175781
Xiaomi,5677,1397,Smartphones,,241000,1587223436,1,66020206,190.74,12606708,25.816736,0.0,2886277.7631225586
Apple,7204,1290,Smartphones,,241000,1587060279,1,21862582,926.42,11691250,8.79,0.0,146655062.55462646
POCKET BOOK,1301,22550,Gadgets,Ebooks,237822,1582467956,1,89338450,162.14,746549,39.847893,0.0,45074.919830322266
Вилт,2707,36466,BabyCare,ProductsForFeeding,134248,1587696594,1,61736032,25.71,6419737,32.959583,0.0,6967.40975189209
Apple,7204,1290,Smartphones,,241000,1572187040,1,36550555,974.09,1106511,4.0966806,0.0,154201373.52130127
Samsung,7206,282220,Smartphones,,241000,1582469005,1,79658687,114.64,168755,10.730414,0.0,1835271.7502288816
Hasbro,6087,48107,Toys,ToySets,139282,1579054026,1,16432451,7.09,8118430,46.73178,0.0,0.0
Neoline,7576,18457,CarElectronics,Dvrs,124208,1579640788,1,61292830,245.05,1105535,11.843004,0.0,54891.20068359375
Samsung,7206,1275,Smartphones,,241000,1577176848,3,62224050,137.71,1151328,12.146727,24.24242424242424,20133616.111587524
SanDisk,2297,87750,Peripherals,MemoryCards,146313,1570225463,1,78400757,10.27,324869,47.25218,0.0,20.540000915527344
BEKO,1232,13208,BigHomeAppliances,Washers,200641,1574775156,1,22731971,180.16,6244803,23.915703,0.0,1264903.38571167
REDMOND,773,12380,KitchenAppliances,FoodProcessorsAndGrinders,203651,1584114423,1,26860102,77.2,601609,21.055326,0.0,26402.398956298828
Xiaomi,5677,259307,Smartphones,,241000,1580191971,1,2033441,193.33,1597018,23.281746,0.0,115998.0010986328
Traser,4465,313836,Watches,WristWatches,172471,1583322575,1,79195826,32.95,1022068,13.517055,0.0,65.9000015258789
DAUSCHER,1603,9266,BigHomeAppliances,Kitcheners,200638,1575956187,1,7526074,424.7,1442245,18.719257,0.0,9343.400268554688
МИиФ,2916,141806,Books,Self-helpLiterature,206697,1575189485,1,70206807,13.13,5144994,27.015007,0.0,709.0200061798096
Без бренда,6035,312303,HygieneAndCareForAnimals,CatLitter,219739,1586608394,1,78389372,9.01,4038076,6.438213,0.0,1342.4900341033936
Samsung,7206,20636,Headphones,,262000,1587362954,1,7221680,84.89,14043730,34.030148,0.0,1382348.7500610352
Samsung,7206,1081,Smartphones,,241000,1587936722,1,52302423,350.39,15424530,14.865027,0.0,16030693.560180664
Xiaomi,5677,1334,Smartphones,,241000,1582641174,1,10041371,181.9,1305577,35.64024,0.0,4542770.447570801
Samsung,7206,1191,Smartphones,,241000,1581948094,2,41099687,501.92,7501336,18.327227,0.0,6353303.529968262
Prestigio,3420,38515,Mobiles,,238000,1574683133,1,11383267,8.37,1651580,18.500492,0.0,13316.6698179245
Lucente,2237,159562,JewelryAndBijouterie,NecklacesBijouterieAndJewelry,205677,1581331384,1,58517613,313.52,206212,7.866825,10.714285714285714,1230565.956878662
Samsung,7206,308623,Smartphones,,241000,1587804235,1,39476627,1234.24,3803831,12.802286,0.0,3249753.8942871094
Samsung,7206,1507,TabletsAndAccessories,Tablets,147323,1571321765,1,57081562,514.63,4902144,0.0,0.0,34994.84033203125
Nakamichi,3242,24471,CarAudio,HeadUnits,121203,1570544232,1,24515311,55.34,4512373,6.5202713,0.0,7747.600021362305
Forza,4135,187971,PowerTools,WeldingEquipment,158376,1574016357,1,36949604,84.05,93530,11.684349,0.0,1008.6000366210938
Samsung,7206,894,Smartphones,,241000,1580046490,1,64757943,513.53,782888,23.239159,0.0,2236423.2775878906
Usams,3031,265673,PhoneAccessories,WirelessChargers,239830,1579693534,1,3878806,26.26,239433,0.0,0.0,525.2000045776367
Apple,7204,1290,Smartphones,,241000,1579602337,1,24104337,843.13,10466748,16.990253,0.0,133470009.16296388
AMS,341,246859,CarAudio,HeadUnits,121203,1586811587,1,16243047,236.81,14597891,0.0,0.0,0.0
Xiaomi,5677,13776,SmallHomeAppliances,RobotVacuumCleaners,204667,1569909359,1,47608236,205.66,1557084,22.421728,0.0,57173.481018066406
BARS,219,87071,CarBatteries,,122000,1587052432,1,31531345,48.91,14794378,20.251102,0.0,45095.019859313965
Artel,3801,9578,BigHomeAppliances,Kitcheners,200638,1576784333,2,14366871,409.23,3141559,19.295164,0.0,6956.910186767578
Vitek,2807,26954,KitchenAppliances,Kettles,203653,1577694188,1,19828460,20.57,6315977,33.34414,0.0,12897.389808654783
Indesit,2712,12815,BigHomeAppliances,Washers,200641,1580301517,1,37270373,185.08,5279004,19.572395,0.0,800471.0079193115
Samsung,7206,1078,Smartphones,,241000,1572930202,1,81214827,270.32,5423344,24.929874,0.0,15304978.174682615
HP,7796,2242,NotebooksAndAccessories,Notebooks,144305,1580132253,1,4122307,334.37,6575715,22.633566,0.0,291570.6357421875
Volta,2459,87324,CarBatteries,,122000,1573385719,1,49777266,38.87,3611462,11.174588,0.0,12982.579643249512
Artel,3801,11999,KitchenAppliances,MixersBlendersAndChoppers,203655,1584177757,1,75516988,55.06,13037932,10.456985,0.0,110.12000274658205
Apple,7204,1290,Smartphones,,241000,1584456000,1,88730148,962.69,1683140,5.219062,0.0,152396715.45648193
Sho-Me,3053,18552,CarElectronics,Dvrs,124208,1587831728,1,87087136,157.93,12564679,5.465105,0.0,404774.57122802734
Zelmer,4929,50445,KitchenAppliances,MixersBlendersAndChoppers,203655,1578146810,1,23519296,43.17,2921403,21.566137,0.0,259.0199890136719
Samsung,7206,1081,Smartphones,,241000,1570000268,1,25286323,388.42,4220738,5.6248007,25.0,17770604.034332275
ARG,4482,220930,KitchenAppliances,StovesAndGrills,203658,1587926894,1,66378450,102.94,6337686,0.0,0.0,23470.320556640625
JBL,1268,220275,Headphones,,262000,1587518773,1,62342353,87.26,1209161,15.232174,0.0,4275.740104675293
HONOR,1911,1257,Smartphones,,241000,1576834541,1,45126928,566.01,4884023,12.040588,0.0,67355.19116210938
Lenovo,3432,1540,TabletsAndAccessories,Tablets,147323,1583893159,1,49151015,257.11,869264,20.251244,1.020408163265306,40623.37768554688
Vivo,6208,1245,Smartphones,,241000,1581439162,1,57879261,283.12,1540872,12.000751,28.57142857142857,806608.8660888672
Samsung,7206,5404,Tvs,,264000,1570787491,1,49455086,496.48,1424518,11.112699,0.0,6099753.414978027
Scarlett,1864,14521,SmallHomeAppliances,Irons,204665,1573824507,1,38572824,18.76,3256755,33.475178,0.0,262.6400032043457
Горизонт,2974,86571,Bedroom,BedroomSets,184528,1585211115,1,64514397,401.3,831219,0.0,0.0,420963.6871948242
Royal Black,3100,70553,Tires,PassengerCarTires,133242,1581497128,1,56743033,39.38,5261389,6.148709,0.0,1653.9600448608398
Peavey,4792,122864,Audio,Microphones,260957,1577639439,1,41037189,156.74,9007451,40.090965,0.0,1567.4000549316406
Бирюса,467,10004,BigHomeAppliances,Refrigerators,200640,1581066533,1,56800088,202.45,1458172,13.475511,0.0,33809.149490356445
Acer,5957,2945,NotebooksAndAccessories,Notebooks,144305,1576394293,1,64541609,514.79,1156887,15.219043,0.0,660475.541809082
Gerat,4743,140022,ReplacementParts,CoolingSystem,131235,1586245421,1,50383350,56.63,8106076,0.0,0.0,0.0
Lenovo,3432,277927,NotebooksAndAccessories,Notebooks,144305,1586591029,1,17397123,385.83,14419429,11.604202,0.0,57102.83801269531
Xiaomi,5677,968,Smartphones,,241000,1584185772,1,83411187,165.54,1877587,16.650726,0.0,108097.61561584473
Kingston,1577,28350,Hardware,Ram,142297,1572797756,1,6705160,54.52,5451747,35.60123,0.0,163.56000137329102
Unilux,1627,37559,Boilers,,201000,1579681065,1,35660384,375.52,3038143,35.398853,0.0,3004.159912109375
Ресанта,2064,187885,PowerTools,WeldingEquipment,158376,1570239478,1,25923270,372.7,2894427,30.688828,0.0,64104.402099609375
Samsung,7206,1081,Smartphones,,241000,1574670482,1,3469766,348.81,1625986,15.248927,0.0,15958406.198303225
Polaris,7184,23250,BeautyCareEquipment,HairCrimpers,101105,1587376529,1,43696262,20.57,2098279,25.927261,0.0,2797.5199584960938
EPR,5425,77097,Rims,,132000,1582563644,1,67090133,463.33,5323422,18.182941,0.0,4169.969879150391
Горизонт,2974,86815,Bedroom,BedroomSets,184528,1574622894,1,48249192,282.89,6150936,23.462563,0.0,297317.4053955078
Samsung,7206,1081,Smartphones,,241000,1576606912,1,34554834,332.98,7508823,19.095171,0.0,15234168.482635498
Bosch,5413,9489,BigHomeAppliances,Kitcheners,200638,1581148912,1,25685756,514.53,510870,12.670146,0.0,149213.70849609375
Бирюса,467,9727,BigHomeAppliances,Refrigerators,200640,1574340240,1,63394262,152.4,5044389,8.148508,0.0,2285.9999084472656
Bosch,5413,57373,PowerTools,ElectricalTools,158369,1570541061,1,18013417,75.78,697201,16.816685,0.0,11442.779815673828
Philips,3950,12288,KitchenAppliances,FoodProcessorsAndGrinders,203651,1577158273,1,82179125,193.03,2365452,16.668106,0.0,29919.649810791016
PULSER,2698,278785,DesktopComputers,Desktops,140284,1586793621,1,57745482,764.29,14105037,4.2794933,0.0,49678.848571777344
Samsung,7206,1078,Smartphones,,241000,1573137870,1,46617011,267.74,5787019,25.646368,0.0,15158902.767089844
Apple,7204,45,Smartphones,,241000,1583234110,3,70973315,591.78,10219599,23.338598,33.33333333333333,3386165.3276367188
Samsung,7206,1081,Smartphones,,241000,1583139777,1,83398362,366.15,12525554,11.035792,0.0,16751728.370758057
MATRIX  ,7293,204525,AutoRepairTools,Jacks,118184,1574004620,1,59678204,125.1,1394047,7.40878,0.0,1876.4999771118164
FEBEST,6012,134678,ReplacementParts,CarChassis,131232,1588195803,1,43662504,5.08,15338647,5.925929,0.0,0.0
SOKOLOV,6702,321217,JewelryAndBijouterie,EarringsBijouterieAndJewelry,205675,1583641497,1,75296904,128.29,658363,16.87294,0.0,3463.829818725586
Alphard,7185,25745,CarAudio,CarAcoustic,121200,1578230469,1,29474792,61.78,543658,7.4595613,0.0,2841.879943847656
Panasonic,1367,12636,KitchenAppliances,StovesAndGrills,203658,1579976733,1,43231185,190.22,2026208,0.12601359,0.0,51549.62033081055
Cordiant,2401,60252,Tires,PassengerCarTires,133242,1576439547,1,11680955,53.54,7357383,10.989194,0.0,12796.060218811035
Samsung,7206,596,Smartphones,,241000,1575389190,1,25349695,84.43,432852,17.797682,0.0,135510.15048980713
Start Line,6256,166538,ExerciseAndFitness,Treadmills,246870,1582640590,1,24619458,353.93,927348,32.03195,0.0,125645.14739990234
Samsung,7206,22428,Gadgets,Wearables,237824,1575836801,1,11655941,51.2,912348,52.032978,0.0,32000.00047683716
Apple,7204,608,Smartphones,,241000,1576897644,1,56162043,949.83,3344545,16.077188,0.0,25638761.651306152
Гербор,222,78050,Bedroom,Beds,184529,1585644914,1,38291846,391.0,973361,0.0,0.0,0.0
Samsung,7206,1275,Smartphones,,241000,1583744889,1,17924159,145.88,6405263,6.934606,7.6923076923076925,21328094.35388184
OPPO,4406,1412,Smartphones,,241000,1579102000,1,76172227,308.86,5895909,0.0,0.0,3802684.1396484375
Team Group,7722,28386,Hardware,Ram,142297,1586948296,1,6711859,23.3,8928445,39.621666,0.0,885.3999710083008
Sport Elite,2456,166612,ExerciseAndFitness,ExerciseBikes,246863,1587403466,1,69061310,181.99,3855937,15.757068,0.0,10555.420318603516
Samsung,7206,1275,Smartphones,,241000,1575376714,1,77611995,130.76,7278242,16.580545,0.0,19117503.47688293
Samsung,7206,894,Smartphones,,241000,1585579335,1,4943295,579.17,702675,13.427506,0.0,2522285.2755737305
Apple,7204,1290,Smartphones,,241000,1573152766,1,5154090,915.08,284051,9.906467,0.0,144859911.94537354
Bosch,5413,10120,BigHomeAppliances,Refrigerators,200640,1573758722,1,61681075,525.45,6266398,6.785524,0.0,84597.45196533203
Samsung,7206,13514,SmallHomeAppliances,VacuumCleaners,204671,1573837742,1,9967294,64.09,5445439,19.545578,0.0,22239.228729248047
Apple,7204,22068,SmartWatches,,240000,1582455176,1,56472471,327.42,596286,29.293627,0.0,485563.8799133301
НиК,3560,95214,LivingRoom,Sofas,189559,1587948801,1,71106704,543.1,10539523,8.226039,0.0,14663.699340820312
